Temperature,RH,Ws,Rain,FFMC,DMC,Region
0.6,-0.7727272727272727,-0.6666666666666666,0.6758187782806397,0.03003003003003002,0.3108267134154077,1.0
-0.8,0.7727272727272727,2.0,7.416468808311224,-1.8558558558558556,-0.19672916819411318,0.0
-1.2,0.7727272727272727,0.3333333333333333,2.6521757375216555,-2.162162162162162,-0.951549151056283,0.0
-0.2,0.045454545454545456,1.0,0.0,0.20420420420420363,0.35146611934176736,0.0
0.8,-0.09090909090909091,1.0,0.6758187782806397,-0.1921921921921923,0.026511901037205382,0.0
0.4,-0.8181818181818182,1.0,0.0,0.4264264264264259,0.3902047915738539,1.0
0.8,-0.36363636363636365,1.0,0.0,0.34234234234234157,0.8544057010259727,0.0
-1.2,0.8181818181818182,2.0,4.937762009825598,-2.0900900900900896,-0.9305752154896259,0.0
-1.6,0.8636363636363636,0.0,0.8667119980696854,-2.312312312312312,-1.5472892123905049,0.0
0.4,-0.9545454545454546,0.6666666666666666,0.24550755570238164,0.29429429429429366,0.5742212877313635,1.0
-1.0,0.5454545454545454,1.3333333333333333,2.030971295154352,-1.6636636636636633,-1.065210155361338,0.0
-0.6,0.09090909090909091,1.3333333333333333,1.210672799319732,-0.9069069069069071,-0.5283678185604544,0.0
-1.0,-0.22727272727272727,0.6666666666666666,0.0,0.3303303303303302,0.4929031666461336,1.0
-1.4,0.6818181818181818,0.0,4.040565872748474,-2.45045045045045,-1.4258390527457019,0.0
0.2,-0.7727272727272727,-0.3333333333333333,1.911141332046457,-0.30630630630630673,-0.249625400763408,1.0
-0.4,0.45454545454545453,-0.6666666666666666,4.1457184190361795,-1.6636636636636633,-0.9951605993616278,1.0
0.8,-1.3636363636363635,-0.6666666666666666,0.24550755570238164,0.4324324324324316,0.6451805025511252,1.0
0.2,-0.5909090909090909,-0.3333333333333333,0.0,0.318318318318318,0.5503062933231248,0.0
-1.2,-0.6363636363636364,-3.0,2.8298930734287424,-1.3273273273273274,0.03945632383680588,1.0
-0.6,0.5,1.3333333333333333,0.24550755570238164,-0.4564564564564568,-0.8147927600785422,0.0
0.6,-0.36363636363636365,-1.0,0.8667119980696854,-0.32432432432432456,-0.4909888676299741,0.0
-0.4,0.7727272727272727,1.3333333333333333,0.8667119980696854,-1.363363363363363,-0.567513346593884,0.0
-0.2,-0.36363636363636365,0.3333333333333333,0.24550755570238164,-0.21021021021021014,-0.6667597998112121,0.0
-0.2,0.09090909090909091,-0.3333333333333333,0.0,0.0660660660660657,0.07711854582635755,0.0
0.2,0.5909090909090909,0.0,0.0,0.1861861861861858,0.6007331887685688,0.0
0.8,-0.45454545454545453,0.3333333333333333,0.0,0.3663663663663659,0.9474321253669253,0.0
-0.6,-0.2727272727272727,1.0,0.0,-1.0630630630630629,-0.851617765014338,0.0
0.4,-0.22727272727272727,-0.6666666666666666,0.4696383938445328,-0.2342342342342345,0.3902047915738539,1.0
-0.6,0.5454545454545454,0.3333333333333333,0.0,-0.1561561561561566,-0.851617765014338,0.0
0.4,-0.09090909090909091,-0.6666666666666666,1.210672799319732,-0.5705705705705704,-0.27739647728297406,0.0
-1.0,0.13636363636363635,2.3333333333333335,0.8667119980696854,-0.9129129129129128,-0.055713507144052446,0.0
1.4,-1.3636363636363635,0.6666666666666666,0.0,0.6186186186186182,0.32003154371812004,1.0
-0.2,0.7272727272727273,0.0,0.0,0.12012012012012008,0.7246997883847961,0.0
0.8,-0.8636363636363636,-0.6666666666666666,0.0,0.4024024024024016,0.08323242010138976,1.0
0.0,-0.7272727272727273,-0.6666666666666666,0.6758187782806397,-0.21021021021021014,0.3774921195372507,0.0
0.2,0.13636363636363635,-0.3333333333333333,0.0,0.1501501501501501,-0.29644159660185543,0.0
0.0,0.13636363636363635,0.6666666666666666,0.0,0.1501501501501501,-0.006762700446366306,0.0
-0.4,0.6818181818181818,-0.3333333333333333,0.0,-0.14414414414414445,-0.43221059031826625,0.0
0.6,0.0,0.0,0.0,0.2162162162162158,0.40272532517622756,0.0
-0.8,0.8181818181818182,0.0,0.0,0.07207207207207136,0.08323242010138976,1.0
-1.0,1.0909090909090908,4.666666666666667,1.0444293339767716,-2.252252252252252,-0.8330006623436672,1.0
-1.4,0.6818181818181818,-0.3333333333333333,2.255102133296503,-2.306306306306306,-1.1969835165529241,0.0
-0.6,0.45454545454545453,0.6666666666666666,0.24550755570238164,-0.9009009009009006,-1.1969835165529241,0.0
-0.2,0.9090909090909091,0.6666666666666666,0.0,0.0660660660660657,0.4191303405400507,1.0
0.0,-0.6818181818181818,1.0,0.0,0.48648648648648596,1.0781949024695627,1.0
0.2,0.22727272727272727,1.3333333333333333,0.0,0.1321321321321314,0.07711854582635755,0.0
0.6,-0.045454545454545456,1.3333333333333333,0.0,0.36036036036036023,0.5606402261268033,0.0
0.2,0.5909090909090909,-0.3333333333333333,0.0,-0.13813813813813877,-0.249625400763408,0.0
0.8,-0.36363636363636365,0.0,0.0,0.34234234234234157,0.47790861785175853,1.0
0.0,0.22727272727272727,-0.3333333333333333,2.255102133296503,-1.0090090090090094,-0.28686430838289934,0.0
0.2,-0.18181818181818182,0.3333333333333333,1.5140677278213044,-0.5525525525525525,-0.35635392775826213,1.0
0.2,0.0,0.6666666666666666,1.911141332046457,-0.6366366366366369,0.47790861785175853,1.0
0.2,0.22727272727272727,0.0,0.0,0.16216216216216142,0.5842629404267066,1.0
0.0,-0.045454545454545456,1.0,0.24550755570238164,-0.12012012012012008,-0.2405714723471783,0.0
1.2,-0.5,-0.3333333333333333,0.0,-0.30630630630630673,-0.681960707108132,1.0
0.0,0.36363636363636365,-1.0,1.3668345309216567,-1.5795795795795793,-1.0411961202208173,1.0
-0.4,0.45454545454545453,-0.3333333333333333,0.0,-0.25225225225225234,-0.40981932984783886,1.0
0.6,0.22727272727272727,1.3333333333333333,0.0,0.29429429429429366,0.6482658923529298,0.0
1.6,-1.4545454545454546,0.0,0.0,0.6486486486486482,0.5363240845448932,1.0
0.4,0.0,-0.6666666666666666,3.5057118517093815,-0.8228228228228227,-0.3358979204386613,1.0
0.0,-0.5454545454545454,-0.6666666666666666,0.0,0.318318318318318,0.2680903853045156,1.0
0.6,-0.36363636363636365,-0.3333333333333333,0.0,0.3303303303303302,0.3859888730389569,0.0
0.4,0.8181818181818182,0.0,0.0,-0.09609609609609658,-0.11544576521982781,0.0
-0.2,0.13636363636363635,-1.3333333333333333,0.0,0.1381381381381379,-0.23161542615522285,0.0
-0.2,-0.9545454545454546,2.0,0.0,0.4324324324324316,0.3689073152086372,1.0
-0.6,0.7727272727272727,-0.3333333333333333,2.8298930734287424,-2.0840840840840835,-1.1154331806927518,1.0
-1.0,0.9545454545454546,2.0,2.030971295154352,-2.0060060060060056,-0.3880173820141657,0.0
0.4,0.045454545454545456,0.3333333333333333,0.0,0.36036036036036023,1.1814519702327035,0.0
1.4,-0.8181818181818182,-0.6666666666666666,1.210672799319732,0.1081081081081079,0.0,1.0
0.2,0.3181818181818182,0.6666666666666666,0.0,0.12012012012012008,0.3817513896095704,0.0
0.0,-0.4090909090909091,-1.3333333333333333,1.0444293339767716,-0.5825825825825826,-0.26803562961500305,0.0
0.0,-0.13636363636363635,-0.3333333333333333,0.4696383938445328,-0.37837837837837895,-0.4669748324894536,1.0
-0.4,-0.5,0.0,2.8298930734287424,-0.666666666666667,0.006707941137479694,1.0
-0.6,-1.0,-2.3333333333333335,0.24550755570238164,0.03003003003003002,0.6168823591012718,1.0
-0.4,-0.22727272727272727,-1.0,4.196727604350399,-1.0390390390390394,-0.7457172502864999,1.0
-0.8,-0.22727272727272727,1.0,2.9961365387717023,-1.183183183183183,-0.8901561649852819,1.0
-0.2,-0.5909090909090909,1.3333333333333333,1.210672799319732,-0.33633633633633675,-0.04854094109019639,0.0
0.8,-0.5909090909090909,0.3333333333333333,0.0,0.39039039039039025,0.8349695906720023,1.0
0.6,0.3181818181818182,0.6666666666666666,1.5140677278213044,-0.6426426426426426,0.6264228814840217,0.0
-0.6,1.1363636363636365,-0.6666666666666666,0.0,-0.7447447447447448,-1.0178586275467933,0.0
0.0,-0.6363636363636364,-1.3333333333333333,0.0,0.36036036036036023,-0.10773941937676829,0.0
-0.8,0.7272727272727273,-1.0,0.0,-0.6126126126126126,-0.13107691205079244,0.0
-0.4,-0.18181818181818182,1.3333333333333333,0.0,0.34234234234234157,0.7048052356472981,1.0
-0.6,1.0909090909090908,0.0,0.8667119980696854,-2.162162162162162,-0.7132257837635803,1.0
-0.2,0.09090909090909091,1.0,0.0,0.05405405405405352,0.07711854582635755,0.0
-0.2,0.4090909090909091,-0.3333333333333333,0.4696383938445328,-1.393393393393393,-0.7795352602540906,1.0
0.4,-0.18181818181818182,0.3333333333333333,0.0,0.2822822822822815,0.4231813324958284,1.0
0.8,-0.4090909090909091,-0.3333333333333333,0.0,0.45645645645645594,1.4030223748161588,1.0
1.2,-1.2727272727272727,0.0,0.0,0.6246246246246239,0.553765280411763,1.0
-0.2,0.36363636363636365,0.6666666666666666,0.6758187782806397,-0.8288288288288292,-0.8901561649852819,0.0
0.8,-0.8181818181818182,-0.3333333333333333,0.0,-0.2762762762762767,-0.6227622288215603,0.0
0.0,0.5909090909090909,1.6666666666666667,1.3668345309216567,-1.219219219219219,-1.0178586275467933,0.0
0.0,0.5454545454545454,-0.3333333333333333,0.0,0.18018018018018012,0.10724645524191011,0.0
-1.4,1.1363636363636365,-0.6666666666666666,0.4696383938445328,-1.8318318318318316,-0.26803562961500305,0.0
0.4,-0.9545454545454546,0.0,2.5584970617980756,-0.22222222222222232,0.04585346917090944,1.0
0.6,-0.8636363636363636,0.6666666666666666,0.4696383938445328,0.1321321321321314,-0.10010410077293305,1.0
1.0,-0.5,1.0,0.0,0.3543543543543537,0.2680903853045156,0.0
1.0,-0.36363636363636365,0.0,0.0,0.3543543543543537,0.7190642142421928,1.0
1.0,-1.2272727272727273,-0.6666666666666666,1.210672799319732,0.16816816816816793,0.35586096362340397,1.0
0.2,-1.1818181818181819,0.3333333333333333,0.0,0.5285285285285282,1.3440073288478966,1.0
-0.2,0.6818181818181818,1.0,0.0,0.1441441441441436,1.103464763324323,0.0
-0.4,1.1363636363636365,-0.3333333333333333,0.0,-0.054054054054054376,-0.3988466369277774,1.0
-0.2,0.4090909090909091,-0.3333333333333333,0.0,0.04804804804804786,-0.23161542615522285,1.0
-0.2,0.6818181818181818,-0.3333333333333333,0.6758187782806397,-1.5915915915915915,-1.1969835165529241,0.0
-0.2,-0.5,-0.3333333333333333,0.0,0.258258258258258,-0.420939311630264,0.0
-0.8,0.7727272727272727,0.6666666666666666,3.634532677985654,-2.0420420420420418,-0.9305752154896259,0.0
-0.4,0.09090909090909091,-0.3333333333333333,0.0,-0.3183183183183189,-0.8901561649852819,0.0
-0.2,0.36363636363636365,0.6666666666666666,0.0,0.23423423423423365,1.1210540908329258,1.0
-0.2,0.045454545454545456,0.0,0.0,0.19819819819819795,0.17537465080358647,0.0
0.6,-0.4090909090909091,-1.3333333333333333,0.24550755570238164,0.01801801801801784,-0.2227551683895965,1.0
1.4,-1.9090909090909092,0.6666666666666666,0.8667119980696854,0.576576576576576,0.3774921195372507,1.0
0.4,-0.8181818181818182,0.6666666666666666,0.0,0.4264264264264259,0.3602326160067123,1.0
-0.4,0.7727272727272727,0.0,0.0,-0.018018018018018694,-0.26803562961500305,1.0
0.6,-1.1363636363636365,0.0,0.0,0.5225225225225216,1.1990616926994555,1.0
1.6,-1.0,-1.6666666666666667,0.24550755570238164,0.516516516516516,0.5398418231816703,1.0
-0.2,-0.4090909090909091,-1.3333333333333333,0.0,-0.0840840840840844,-0.4669748324894536,0.0
0.8,-0.9090909090909091,0.0,2.7425667552589292,-0.06606606606606656,-0.1390044960322164,1.0
0.4,0.2727272727272727,-0.6666666666666666,0.0,0.09609609609609572,-0.2405714723471783,0.0
0.4,-0.3181818181818182,0.0,3.5057118517093815,-0.5165165165165169,-0.3460627866694708,1.0
1.0,-0.45454545454545453,-0.3333333333333333,0.0,0.3663663663663659,1.0193357623289647,1.0
0.0,0.8181818181818182,0.6666666666666666,0.0,0.07207207207207136,0.485439817030561,1.0
0.6,-0.18181818181818182,0.6666666666666666,0.0,0.2822822822822815,0.04585346917090944,0.0
-0.2,0.5454545454545454,-0.6666666666666666,0.24550755570238164,-0.49849849849849903,-0.26803562961500305,0.0
1.0,-1.1818181818181819,-0.6666666666666666,0.0,0.546546546546546,0.6873640397804283,1.0
0.2,-1.6818181818181819,-0.6666666666666666,0.0,0.6306306306306304,0.48917989653976085,1.0
0.8,-0.045454545454545456,0.3333333333333333,0.0,0.26426426426426364,0.2921044204450363,1.0
0.0,0.2727272727272727,0.3333333333333333,0.0,0.1861861861861858,0.24335940835881273,0.0
0.4,-1.0454545454545454,1.0,0.0,0.5225225225225216,1.2747005281479007,1.0
0.6,-0.6818181818181818,1.0,0.0,0.4024024024024016,1.2437690235542107,0.0
-0.8,0.18181818181818182,1.3333333333333333,0.0,-0.4804804804804803,-0.951549151056283,1.0
-0.8,0.5454545454545454,0.3333333333333333,0.0,-0.07207207207207222,-0.681960707108132,1.0
-1.4,0.5909090909090909,0.6666666666666666,5.419996417437625,-2.246246246246246,-1.3890140478099058,0.0
-0.6,-0.2727272727272727,-0.3333333333333333,0.0,0.3543543543543537,0.07711854582635755,0.0
-0.4,0.045454545454545456,-0.3333333333333333,0.0,-0.24024024024024015,-0.567513346593884,1.0
0.0,0.0,-0.3333333333333333,0.0,0.2162162162162158,-0.027388484629801847,0.0
-0.6,1.1818181818181819,-0.6666666666666666,1.3668345309216567,-2.84084084084084,-1.256181994839496,0.0
0.4,-0.22727272727272727,1.0,0.0,0.2762762762762758,0.1420106974130976,1.0
-0.6,0.22727272727272727,1.3333333333333333,1.7854637394519706,-1.4114114114114114,-1.0411961202208173,0.0
0.4,-0.45454545454545453,1.0,0.0,0.33633633633633586,0.5039736147381989,0.0
2.0,-1.7727272727272727,-2.0,0.0,0.7567567567567561,0.7737656782533531,1.0
0.8,-0.6818181818181818,-0.6666666666666666,0.0,0.41441441441441373,0.5256803466411675,0.0
-0.8,0.7272727272727273,1.0,0.24550755570238164,-0.6006006006006004,0.28735697934846455,0.0
0.2,0.8636363636363636,2.0,0.0,0.09009009009009006,1.127986568143127,0.0
0.6,0.0,-0.3333333333333333,0.6758187782806397,-0.408408408408409,-0.5032620729116023,0.0
0.4,0.09090909090909091,-0.6666666666666666,0.0,0.20420420420420363,-0.013581061604560513,0.0
1.0,-1.0454545454545454,-0.6666666666666666,0.0,0.5105105105105103,0.5292434755929591,1.0
-0.6,-0.6363636363636364,1.3333333333333333,0.0,0.31231231231231155,0.013362002647989904,1.0
1.2,-0.9090909090909091,-0.6666666666666666,1.0444293339767716,0.09609609609609572,0.10724645524191011,1.0
-0.4,0.6363636363636364,0.0,1.7854637394519706,-1.6396396396396393,-1.141734634325248,0.0
-0.6,0.3181818181818182,-0.3333333333333333,0.0,-0.036036036036036535,-0.1390044960322164,0.0
0.4,0.3181818181818182,0.3333333333333333,0.0,0.15615615615615577,0.09532644809148302,1.0
-0.8,0.6818181818181818,0.3333333333333333,0.24550755570238164,-0.8048048048048049,-0.12322447217610795,0.0
-1.6,-0.4090909090909091,1.0,0.24550755570238164,-0.22222222222222232,-0.6974457599074718,1.0
0.8,-0.9090909090909091,0.3333333333333333,0.0,0.4684684684684681,1.1123061087609298,1.0
0.6,0.22727272727272727,0.3333333333333333,0.0,0.11411411411411357,-0.09253851207984823,1.0
1.4,-0.9090909090909091,-1.0,0.0,0.49849849849849814,0.2921044204450363,1.0
